academic_year,division,team_name,org_id,conference,record,assists_per_game,caused_turnovers_per_game,clearing_percentage,face_off_winning_percentage,ground_balls_per_game,man_down_defense,man_up_offense,opponent_clear_percentage,points_per_game,saves_per_game,scoring_defense,scoring_margin,scoring_offense,shot_percentage,turnovers_per_game,winning_percentage,wins,losses,ties,games_played,wp,opp_wp,opp_opp_wp,rpi
2020,1,Bucknell,493838,Patriot,5-1,8.67,12.17,0.847,0.565,39.83,0.579,0.588,0.69,23.33,10.83,9.83,4.83,14.67,0.293,15.5,0.833,,,,,,,,
2020,1,Canisius,493839,MAAC,0-5,4.2,4.2,0.794,0.343,28.4,0.529,0.143,0.878,12.4,17.2,17.0,-8.8,8.2,0.281,16.8,0.0,,,,,,,,
2020,1,Cleveland St.,493840,DI Independent,2-5,5.57,5.86,0.804,0.569,30.57,0.579,0.304,0.824,15.0,9.14,12.71,-3.29,9.43,0.245,19.29,0.286,,,,,,,,
2020,1,Colgate,493841,Patriot,0-6,7.33,6.5,0.766,0.51,34.83,0.458,0.538,0.873,19.0,13.67,18.33,-6.67,11.67,0.271,19.67,0.0,,,,,,,,
2020,1,Cornell,493842,Ivy League,5-0,10.4,8.0,0.882,0.529,40.2,0.593,0.571,0.792,28.8,8.6,12.8,5.6,18.4,0.404,14.0,1.0,,,,,,,,
2020,1,Dartmouth,493843,Ivy League,3-1,6.5,8.5,0.852,0.522,30.25,0.5,0.308,0.857,18.0,13.5,8.25,3.25,11.5,0.348,15.25,0.75,,,,,,,,
2020,1,Delaware,493844,CAA,4-2,7.17,9.67,0.898,0.407,29.5,0.6,0.409,0.881,19.0,11.83,9.17,2.67,11.83,0.265,13.67,0.667,,,,,,,,
2020,1,Denver,493845,Big East,4-2,6.5,7.83,0.877,0.624,31.33,0.467,0.36,0.829,19.67,7.67,9.5,3.67,13.17,0.315,14.17,0.667,,,,,,,,
2020,1,Detroit Mercy,493846,MAAC,2-3,6.0,4.8,0.747,0.591,34.8,0.737,0.353,0.942,18.6,10.2,16.8,-4.2,12.6,0.342,18.2,0.4,,,,,,,,
2020,1,Drexel,493847,CAA,3-3,8.5,7.67,0.842,0.455,37.17,0.533,0.4,0.824,23.33,11.67,12.5,2.33,14.83,0.319,17.5,0.5,,,,,,,,
2020,1,Duke,493848,ACC,6-2,8.88,7.75,0.898,0.575,34.88,0.654,0.222,0.866,24.13,9.75,11.0,4.25,15.25,0.375,16.88,0.75,,,,,,,,
2020,1,Fairfield,493849,CAA,5-2,10.29,7.29,0.787,0.49,35.86,0.556,0.517,0.764,26.71,13.86,15.57,0.86,16.43,0.354,16.43,0.714,,,,,,,,
2020,1,Furman,493850,SoCon,1-6,5.71,7.86,0.78,0.302,26.14,0.579,0.556,0.8,14.86,14.57,16.43,-7.29,9.14,0.279,21.14,0.143,,,,,,,,
2020,1,Georgetown,493851,Big East,6-0,9.83,8.33,0.934,0.673,41.17,0.786,0.692,0.768,26.33,10.83,6.33,10.17,16.5,0.329,16.5,1.0,,,,,,,,
2020,1,Hampton,493852,DI Independent,0-6,3.5,7.0,0.597,0.52,27.67,0.5,0.045,0.87,9.17,13.0,20.83,-15.17,5.67,0.227,26.67,0.0,,,,,,,,
2020,1,Hartford,493853,America East,3-3,6.67,9.33,0.851,0.559,29.67,0.48,0.231,0.893,17.83,11.83,10.33,0.83,11.17,0.256,15.67,0.5,,,,,,,,
2020,1,Harvard,493854,Ivy League,2-2,6.0,7.25,0.761,0.438,26.5,0.867,0.3,0.918,17.75,14.75,11.25,0.5,11.75,0.356,16.5,0.5,,,,,,,,
2020,1,High Point,493902,SoCon,2-6,7.63,7.5,0.856,0.461,30.25,0.515,0.405,0.897,20.0,13.38,17.0,-4.63,12.38,0.321,17.88,0.25,,,,,,,,
2020,1,Hobart,493855,NEC,4-1,9.6,7.6,0.838,0.557,37.0,0.619,0.619,0.862,29.2,15.2,12.0,7.6,19.6,0.367,16.4,0.8,,,,,,,,
2020,1,Hofstra,493856,CAA,4-3,7.86,5.86,0.922,0.616,32.71,0.708,0.45,0.808,21.43,9.57,10.14,3.43,13.57,0.302,14.29,0.571,,,,,,,,
2020,1,Holy Cross,493857,Patriot,4-3,4.71,10.43,0.83,0.633,31.29,0.526,0.16,0.806,13.86,9.71,10.57,-1.43,9.14,0.241,18.57,0.571,,,,,,,,
2020,1,Jacksonville,493858,SoCon,3-3,7.5,10.0,0.935,0.439,32.0,0.72,0.133,0.743,20.33,9.67,11.0,1.83,12.83,0.304,16.17,0.5,,,,,,,,
2020,1,Johns Hopkins,493859,Big Ten,2-4,6.0,4.33,0.789,0.588,29.17,0.533,0.381,0.892,16.83,11.67,13.17,-2.33,10.83,0.255,15.33,0.333,,,,,,,,
2020,1,LIU,497536,NEC,1-6,7.57,5.29,0.83,0.348,23.29,0.643,0.345,0.928,18.86,15.29,13.71,-2.43,11.29,0.336,17.43,0.143,,,,,,,,
2020,1,Lafayette,493860,Patriot,0-6,3.0,5.67,0.792,0.405,26.83,0.44,0.214,0.912,10.0,12.0,16.33,-9.33,7.0,0.256,22.17,0.0,,,,,,,,
2020,1,Lehigh,493861,Patriot,5-1,8.83,9.17,0.805,0.638,42.33,0.375,0.524,0.845,22.83,10.17,9.67,4.33,14.0,0.349,18.83,0.833,,,,,,,,
2020,1,Loyola Maryland,493863,Patriot,4-2,6.83,9.33,0.903,0.681,33.33,0.889,0.483,0.772,18.33,11.0,8.67,2.83,11.5,0.238,14.5,0.667,,,,,,,,
2020,1,Manhattan,493864,MAAC,3-3,5.33,5.67,0.863,0.352,23.83,0.733,0.2,0.871,13.83,13.83,9.33,-0.83,8.5,0.309,16.67,0.5,,,,,,,,
2020,1,Marist,493865,MAAC,3-3,8.17,9.5,0.81,0.622,32.83,0.808,0.593,0.875,21.33,11.17,11.17,2.0,13.17,0.324,16.0,0.5,,,,,,,,
2020,1,Marquette,493866,Big East,3-4,5.43,8.86,0.816,0.441,31.86,0.815,0.25,0.891,17.14,9.43,10.57,1.14,11.71,0.322,16.29,0.429,,,,,,,,
2020,1,Maryland,493868,Big Ten,5-1,10.0,6.67,0.887,0.574,33.5,0.842,0.5,0.894,25.67,12.83,12.5,3.17,15.67,0.311,17.5,0.833,,,,,,,,
2020,1,Massachusetts,493869,CAA,5-2,7.29,9.71,0.833,0.571,29.57,0.767,0.269,0.78,18.29,11.71,10.71,0.29,11.0,0.284,16.29,0.714,,,,,,,,
2020,1,Mercer,493870,SoCon,6-1,10.0,6.71,0.883,0.683,32.0,0.8,0.45,0.872,26.43,8.57,8.86,7.57,16.43,0.369,14.29,0.857,,,,,,,,
2020,1,Michigan,493871,Big Ten,4-3,6.71,8.0,0.848,0.503,32.86,0.68,0.517,0.803,20.0,11.71,11.86,1.43,13.29,0.305,13.71,0.571,,,,,,,,
2020,1,Monmouth,493872,MAAC,2-4,4.0,8.5,0.844,0.448,29.5,0.773,0.222,0.869,10.83,10.67,10.67,-3.83,6.83,0.202,18.0,0.333,,,,,,,,
2020,1,Mount St. Mary's,493873,NEC,3-5,4.63,8.0,0.863,0.516,30.38,0.625,0.387,0.885,13.38,10.88,11.63,-2.88,8.75,0.225,16.63,0.375,,,,,,,,
2020,1,NJIT,493875,NEC,1-6,4.57,8.0,0.858,0.439,26.86,0.733,0.261,0.832,12.29,12.14,12.43,-4.71,7.71,0.254,20.71,0.143,,,,,,,,
2020,1,Navy,493895,Patriot,3-2,8.2,9.0,0.796,0.508,37.2,0.786,0.667,0.796,20.0,10.2,9.4,2.4,11.8,0.324,17.0,0.6,,,,,,,,
2020,1,North Carolina,493874,ACC,7-0,12.29,7.29,0.859,0.568,38.29,0.5,0.773,0.741,30.14,9.0,10.0,7.86,17.86,0.391,14.43,1.0,,,,,,,,
2020,1,Notre Dame,493876,ACC,2-3,6.8,7.4,0.843,0.427,30.0,0.308,0.385,0.906,19.0,11.0,10.6,1.6,12.2,0.292,13.8,0.4,,,,,,,,
2020,1,Ohio St.,493877,Big Ten,5-2,9.0,6.29,0.889,0.547,32.14,0.737,0.455,0.787,22.86,13.86,10.14,3.71,13.86,0.357,17.71,0.714,,,,,,,,
2020,1,Penn,493879,Ivy League,2-3,8.6,7.6,0.864,0.654,37.6,0.462,0.357,0.836,22.4,11.4,14.0,-0.2,13.8,0.279,17.0,0.4,,,,,,,,
2020,1,Penn St.,493878,Big Ten,5-2,9.71,6.71,0.831,0.55,37.43,0.471,0.579,0.799,27.0,12.14,11.0,6.29,17.29,0.401,17.43,0.714,,,,,,,,
2020,1,Princeton,493880,Ivy League,5-0,9.8,10.0,0.824,0.497,38.4,0.353,0.304,0.765,27.8,12.0,10.8,7.2,18.0,0.395,15.6,1.0,,,,,,,,
2020,1,Providence,493881,Big East,5-1,6.5,8.17,0.856,0.386,32.5,0.938,0.579,0.893,18.0,13.5,8.0,3.5,11.5,0.28,15.67,0.833,,,,,,,,
2020,1,Quinnipiac,493882,MAAC,0-6,4.0,5.83,0.804,0.607,31.5,0.552,0.32,0.874,13.33,13.33,14.83,-5.5,9.33,0.231,19.5,0.0,,,,,,,,
2020,1,Richmond,493883,SoCon,4-3,7.43,9.29,0.917,0.435,30.29,0.688,0.476,0.834,20.14,13.29,10.57,2.14,12.71,0.335,17.57,0.571,,,,,,,,
2020,1,Robert Morris,493884,Independent,4-2,7.17,9.5,0.867,0.489,37.5,0.667,0.308,0.806,21.17,10.33,13.83,0.17,14.0,0.301,17.5,0.667,,,,,,,,
2020,1,Rutgers,493885,Big Ten,2-4,6.83,8.17,0.858,0.331,26.0,0.842,0.467,0.809,19.33,12.17,12.5,0.0,12.5,0.31,13.83,0.333,,,,,,,,
2020,1,Sacred Heart,493886,NEC,1-5,4.83,7.83,0.8,0.407,28.5,0.5,0.412,0.863,14.5,15.17,14.17,-4.5,9.67,0.244,20.5,0.167,,,,,,,,
2020,1,Saint Joseph's,493888,NEC,5-2,6.57,7.43,0.866,0.646,32.86,0.652,0.192,0.931,16.86,13.57,9.71,0.57,10.29,0.28,18.71,0.714,,,,,,,,
2020,1,Siena,493889,MAAC,2-4,6.5,10.33,0.779,0.422,32.67,0.593,0.364,0.827,18.33,14.83,16.0,-4.17,11.83,0.273,18.5,0.333,,,,,,,,
2020,1,St. Bonaventure,493830,MAAC,0-6,3.67,6.5,0.843,0.214,17.17,0.417,0.313,0.872,9.83,12.83,14.17,-8.0,6.17,0.223,16.0,0.0,,,,,,,,
2020,1,St. John's (NY),493887,Big East,3-4,6.71,7.43,0.894,0.544,32.86,0.667,0.667,0.858,19.29,10.43,14.29,-1.71,12.57,0.289,17.0,0.429,,,,,,,,
2020,1,Stony Brook,493890,America East,5-2,5.71,6.86,0.847,0.522,37.0,0.542,0.324,0.831,18.86,13.71,13.0,0.14,13.14,0.285,16.43,0.714,,,,,,,,
2020,1,Syracuse,493891,ACC,5-0,8.6,9.8,0.91,0.671,41.2,0.6,0.417,0.812,25.2,12.8,9.4,7.2,16.6,0.323,13.6,1.0,,,,,,,,
2020,1,Towson,493892,CAA,0-6,4.0,5.83,0.843,0.331,23.33,0.412,0.375,0.915,11.0,12.5,14.0,-7.0,7.0,0.223,15.83,0.0,,,,,,,,
2020,1,UAlbany,493832,America East,2-3,10.0,7.2,0.847,0.346,31.6,0.615,0.15,0.824,22.8,11.8,15.4,-2.6,12.8,0.34,15.4,0.4,,,,,,,,
2020,1,UMBC,493867,America East,4-1,5.0,8.6,0.9,0.553,29.8,0.9,0.308,0.883,16.8,12.4,8.4,3.4,11.8,0.288,14.2,0.8,,,,,,,,
2020,1,UMass Lowell,493862,America East,3-4,6.14,7.86,0.814,0.43,29.57,0.694,0.24,0.843,15.43,11.43,11.57,-2.29,9.29,0.233,17.14,0.429,,,,,,,,
2020,1,Utah,493831,DI Independent,3-3,7.67,7.17,0.868,0.509,32.83,0.588,0.318,0.903,20.5,13.0,11.0,1.83,12.83,0.309,15.33,0.5,,,,,,,,
2020,1,VMI,493898,SoCon,0-4,3.25,9.0,0.833,0.448,28.75,0.571,0.2,0.877,11.25,11.75,12.75,-4.75,8.0,0.276,17.0,0.0,,,,,,,,
2020,1,Vermont,493896,America East,3-1,5.25,8.25,0.882,0.433,25.25,0.833,0.385,0.792,16.0,13.0,8.25,2.5,10.75,0.307,14.75,0.75,,,,,,,,
2020,1,Villanova,493897,Big East,4-3,7.29,7.14,0.851,0.412,29.43,0.483,0.423,0.867,19.86,12.29,13.14,-0.57,12.57,0.296,12.86,0.571,,,,,,,,
2020,1,Virginia,493899,ACC,4-2,9.33,10.17,0.876,0.551,43.33,0.64,0.375,0.737,23.0,13.33,11.17,2.5,13.67,0.282,16.5,0.667,,,,,,,,
2020,1,Wagner,493900,NEC,1-5,2.67,4.67,0.863,0.379,20.0,0.529,0.333,0.903,10.5,10.67,15.33,-7.5,7.83,0.237,14.83,0.167,,,,,,,,
2020,1,Yale,493901,Ivy League,3-1,7.75,5.0,0.642,0.75,34.25,0.538,0.533,0.798,22.0,9.75,11.5,2.75,14.25,0.335,19.75,0.75,,,,,,,,
2020,2,Adams St.,493930,RMAC,0-4,3.25,6.25,0.793,0.325,20.75,0.696,0.111,,10.5,13.0,18.25,,7.25,0.238,16.0,0.0,,,,,,,,
2020,2,Adelphi,493904,NE10,1-2,8.33,9.33,0.817,0.414,34.67,0.733,0.182,,23.67,9.0,10.67,4.67,15.33,0.315,15.33,0.333,,,,,,,,
2020,2,Alabama Huntsville,493905,GLVC,4-2,8.33,7.5,0.806,0.397,29.83,0.813,0.333,,21.33,13.83,8.83,,13.0,0.304,17.67,0.667,,,,,,,,
2020,2,Alderson Broaddus,493931,G-MAC,0-5,2.4,6.2,0.691,0.325,21.4,0.313,0.1,,6.8,14.4,25.0,,4.4,0.227,23.6,0.0,,,,,,,,
2020,2,American Int'l,493906,NE10,2-4,4.0,9.83,0.741,0.368,27.17,0.565,0.375,,11.33,16.67,13.83,,7.33,0.229,23.67,0.333,,,,,,,,
2020,2,Assumption,493907,NE10,2-2,10.0,9.0,0.868,0.488,33.5,0.85,0.294,,26.25,8.75,10.5,5.75,16.25,0.317,15.75,0.5,,,,,,,,
2020,2,Barton,493903,Conference Carolinas,1-6,5.43,7.29,0.812,0.497,28.14,0.75,0.244,,16.86,14.0,13.71,,11.43,0.289,18.71,0.143,,,,,,,,
2020,2,Belmont Abbey,493944,Conference Carolinas,7-0,8.71,6.43,0.874,0.545,29.29,0.871,0.457,,22.43,16.14,6.86,6.86,13.71,0.338,17.29,1.0,,,,,,,,
2020,2,Bentley,493908,NE10,0-3,6.67,6.67,0.761,0.316,21.67,0.545,0.286,,16.0,12.33,14.33,,9.33,0.252,15.0,0.0,,,,,,,,
2020,2,CSU Pueblo,493945,RMAC,1-3,5.75,6.0,0.788,0.321,30.25,0.577,0.538,,16.75,15.75,20.25,,11.0,0.282,19.25,0.25,,,,,,,,
2020,2,Caldwell,497516,CACC,1-1,5.0,7.5,0.625,0.833,28.5,0.714,0.25,,13.0,12.0,10.5,,8.0,0.216,24.0,0.5,,,,,,,,
2020,2,Catawba,493932,SAC,3-3,4.67,8.17,0.861,0.483,31.5,0.632,0.263,,14.67,13.67,11.33,,10.0,0.273,21.5,0.5,,,,,,,,
2020,2,Chestnut Hill,493958,CACC,5-1,13.67,5.33,0.766,0.562,38.0,0.8,0.882,,35.17,16.83,9.0,12.5,21.5,0.454,19.17,0.833,,,,,,,,
2020,2,Chowan,493947,Conference Carolinas,5-3,9.5,13.5,0.827,0.395,35.88,0.791,0.3,,23.5,12.25,9.38,4.63,14.0,0.332,17.25,0.625,,,,,,,,
2020,2,Coker,493933,SAC,6-2,7.38,11.38,0.808,0.605,40.0,0.737,0.222,,21.25,12.0,11.63,,13.88,0.31,19.38,0.75,,,,,,,,
2020,2,Colorado Mesa,493951,RMAC,7-0,10.71,9.43,0.892,0.759,43.71,0.828,0.386,,28.43,9.86,6.86,10.86,17.71,0.297,17.71,1.0,,,,,,,,
2020,2,Davenport,497497,DII Independent,1-5,4.33,7.5,0.752,0.395,24.83,0.576,0.259,,13.33,15.0,15.67,,9.0,0.271,19.83,0.167,,,,,,,,
2020,2,Davis & Elkins,493909,G-MAC,0-7,4.43,5.29,0.779,0.269,27.71,0.576,0.167,,12.43,14.0,20.86,,8.0,0.273,20.29,0.0,,,,,,,,
2020,2,Dist. Columbia,493910,ECC,3-6,6.33,6.78,0.821,0.535,30.89,0.49,0.216,,18.67,11.78,17.11,,12.33,0.302,12.11,0.333,,,,,,,,
2020,2,Dominican (NY),493948,CACC,2-4,5.17,8.5,0.746,0.465,33.17,0.483,0.31,,13.83,18.67,14.33,,8.67,0.212,21.83,0.333,,,,,,,,
2020,2,Embry-Riddle (FL),493970,Sunshine State,2-5,6.14,7.29,0.83,0.656,34.86,0.625,0.214,,17.29,11.29,12.57,,11.14,0.292,23.29,0.286,,,,,,,,
2020,2,Emmanuel (GA),493966,Conference Carolinas,3-6,7.33,11.44,0.78,0.453,39.67,0.661,0.366,,19.22,13.67,14.67,,11.89,0.281,25.0,0.333,,,,,,,,
2020,2,Felician,493973,CACC,1-5,4.17,5.0,0.725,0.5,31.33,0.667,0.278,,11.33,18.5,16.67,,7.17,0.232,22.33,0.167,,,,,,,,
2020,2,Fla. Southern,493912,Sunshine State,3-4,6.57,8.43,0.843,0.733,39.0,0.5,0.382,,17.86,10.0,11.86,,11.29,0.234,18.86,0.429,,,,,,,,
2020,2,Florida Tech,493911,Sunshine State,2-6,5.13,7.63,0.789,0.553,36.0,0.657,0.222,,16.25,12.25,13.13,,11.13,0.306,20.25,0.25,,,,,,,,
2020,2,Franklin Pierce,493913,NE10,2-0,7.5,10.5,0.843,0.5,32.0,0.714,0.636,,24.0,11.0,5.0,11.5,16.5,0.292,19.0,1.0,,,,,,,,
2020,2,Frostburg St.,494203,ECC,5-0,9.6,10.8,0.887,0.642,42.0,0.706,0.294,,28.0,9.4,8.0,10.4,18.4,0.347,18.6,1.0,,,,,,,,
2020,2,Georgian Court,493949,CACC,4-5,6.11,4.78,0.8,0.471,35.22,0.75,0.419,,16.22,17.33,11.22,,10.11,0.266,19.22,0.444,,,,,,,,
2020,2,Lake Erie,493946,G-MAC,0-6,5.83,8.17,0.836,0.308,28.17,0.676,0.333,,16.5,12.5,14.83,,10.67,0.302,15.5,0.0,,,,,,,,
2020,2,Lander,497458,GLVC,4-2,8.83,9.0,0.806,0.539,47.67,0.645,0.4,,23.17,13.33,10.33,,14.33,0.304,22.5,0.667,,,,,,,,
2020,2,Le Moyne,493915,NE10,4-0,9.0,6.0,0.845,0.759,36.5,0.75,0.364,,25.0,9.0,9.5,6.5,16.0,0.29,15.5,1.0,,,,,,,,
2020,2,Lees-McRae,493955,Conference Carolinas,1-6,4.43,8.0,0.576,0.279,28.29,0.357,0.32,,13.29,14.14,18.43,,8.86,0.356,23.0,0.143,,,,,,,,
2020,2,Lenoir-Rhyne,493934,SAC,6-1,8.43,9.29,0.875,0.62,36.86,0.741,0.24,,24.0,12.57,11.57,,15.57,0.321,19.57,0.857,,,,,,,,
2020,2,Lewis,497496,GLVC,5-2,8.57,7.71,0.767,0.64,34.57,1.0,0.355,,22.57,12.0,7.0,7.0,14.0,0.327,19.14,0.714,,,,,,,,
2020,2,Limestone,493935,Conference Carolinas,4-1,11.6,9.0,0.874,0.651,42.2,0.647,0.643,,31.2,9.4,11.0,8.6,19.6,0.452,18.2,0.8,,,,,,,,
2020,2,Lincoln Memorial,493936,SAC,2-4,6.17,6.0,0.788,0.573,31.17,0.607,0.222,,16.5,15.0,13.83,,10.33,0.337,22.83,0.333,,,,,,,,
2020,2,Lindenwood,493961,GLVC,5-0,11.4,10.4,0.86,0.456,43.8,0.75,0.297,,29.0,12.0,8.8,8.8,17.6,0.313,14.0,1.0,,,,,,,,
2020,2,Lynn,493957,Sunshine State,2-4,5.5,4.67,0.745,0.836,37.17,0.703,0.409,,16.83,13.67,11.83,,11.33,0.25,21.17,0.333,,,,,,,,
2020,2,Mars Hill,493937,SAC,3-5,5.13,6.0,0.721,0.587,40.0,0.629,0.385,,15.5,13.63,16.13,,10.38,0.286,25.13,0.375,,,,,,,,
2020,2,Maryville (MO),493917,GLVC,2-4,5.67,10.5,0.773,0.329,28.17,0.765,0.474,,14.5,10.83,10.83,,8.83,0.256,20.33,0.333,,,,,,,,
2020,2,Mercy,493918,ECC,5-1,10.17,8.83,0.854,0.695,37.33,0.5,0.545,,24.67,12.83,8.0,6.5,14.5,0.337,19.0,0.833,,,,,,,,
2020,2,Mercyhurst,493919,G-MAC,5-0,8.4,8.2,0.909,0.638,35.0,0.8,0.6,,21.2,9.0,7.2,5.6,12.8,0.288,14.4,1.0,,,,,,,,
2020,2,Molloy,493921,ECC,1-6,4.57,8.14,0.769,0.368,30.57,0.469,0.323,,13.29,12.71,15.29,,8.71,0.248,19.43,0.143,,,,,,,,
2020,2,Montevallo,493968,GLVC,3-4,6.29,8.29,0.766,0.257,29.43,0.731,0.31,,17.86,13.57,13.29,,11.57,0.275,17.43,0.429,,,,,,,,
2020,2,Mount Olive,493938,Conference Carolinas,4-3,6.86,9.71,0.877,0.454,25.57,0.667,0.308,,17.14,11.57,9.57,,10.29,0.26,16.71,0.571,,,,,,,,
2020,2,New York Tech,493923,ECC,4-2,8.33,8.33,0.832,0.476,27.83,0.52,0.471,,21.0,14.33,9.17,,12.67,0.342,15.17,0.667,,,,,,,,
2020,2,Newberry,493972,SAC,3-3,8.17,7.5,0.838,0.59,36.0,0.85,0.343,,21.83,11.83,11.5,,13.67,0.408,19.83,0.5,,,,,,,,
2020,2,North Greenville,493950,Conference Carolinas,5-4,4.22,8.44,0.908,0.333,28.44,0.684,0.2,,15.44,16.11,9.67,,11.22,0.256,15.78,0.556,,,,,,,,
2020,2,Pace,493924,NE10,1-1,7.0,12.5,0.887,0.545,28.0,0.667,0.364,,19.5,14.0,6.5,6.0,12.5,0.291,19.5,0.5,,,,,,,,
2020,2,Palm Beach Atl.,493969,Sunshine State,3-3,6.33,8.67,0.927,0.468,35.5,0.816,0.317,,19.83,11.17,12.67,,13.5,0.284,18.33,0.5,,,,,,,,
2020,2,Post,493939,CACC,1-6,4.86,9.57,0.794,0.449,29.86,0.833,0.208,,13.86,14.14,14.86,,9.0,0.276,17.86,0.143,,,,,,,,
2020,2,Queens (NC),493952,SAC,5-2,8.86,6.29,0.821,0.587,29.14,0.679,0.438,,22.29,14.71,8.57,4.86,13.43,0.328,17.86,0.714,,,,,,,,
2020,2,Quincy,497495,GLVC,0-5,1.6,4.0,0.692,0.299,21.8,0.741,0.056,,5.2,19.2,16.6,,3.6,0.127,19.2,0.0,,,,,,,,
2020,2,Roberts Wesleyan,493963,ECC,4-3,6.57,7.71,0.787,0.536,30.0,0.731,0.276,,18.14,11.86,9.29,,11.57,0.31,18.29,0.571,,,,,,,,
2020,2,Rockhurst,493940,GLVC,6-1,8.71,12.57,0.917,0.66,39.43,0.744,0.346,,23.57,11.71,8.71,6.14,14.86,0.263,21.0,0.857,,,,,,,,
2020,2,Rollins,493925,Sunshine State,2-2,4.75,13.25,0.938,0.416,26.25,0.636,0.2,,15.0,8.0,8.5,,10.25,0.232,16.0,0.5,,,,,,,,
2020,2,Saint Leo,493927,Sunshine State,3-2,8.0,9.6,0.84,0.399,26.2,0.6,0.333,,21.4,11.8,12.8,,13.4,0.335,16.0,0.6,,,,,,,,
2020,2,Saint Michael's,493928,NE10,1-2,4.0,11.33,0.766,0.645,38.33,0.643,,,13.33,12.0,8.0,,9.33,0.183,19.67,0.333,,,,,,,,
2020,2,Saint Rose,493941,NE10,3-1,7.75,8.75,0.78,0.309,30.75,0.667,0.571,,19.0,11.75,10.0,,11.25,0.346,17.5,0.75,,,,,,,,
2020,2,Seton Hill,493960,G-MAC,6-0,7.67,7.5,0.831,0.732,36.5,0.833,0.4,,23.0,10.0,5.17,10.17,15.33,0.287,15.5,1.0,,,,,,,,
2020,2,Shorter,493964,DII Independent,1-7,3.25,7.75,0.786,0.359,22.5,0.759,0.2,,9.88,14.63,12.38,,6.63,0.248,17.75,0.125,,,,,,,,
2020,2,Southern N.H.,493922,NE10,1-2,6.67,7.33,0.86,0.611,34.0,0.688,0.2,,17.33,10.0,10.0,,10.67,0.222,20.0,0.333,,,,,,,,
2020,2,St. Anselm,493926,NE10,3-0,7.33,10.67,0.938,0.625,47.33,0.75,0.4,,23.33,12.33,9.67,6.33,16.0,0.294,17.67,1.0,,,,,,,,
2020,2,St. Thomas Aquinas,493942,ECC,2-4,4.0,8.17,0.796,0.206,28.33,0.737,0.143,,13.0,14.67,14.5,,9.0,0.262,20.17,0.333,,,,,,,,
2020,2,Tampa,493929,Sunshine State,8-0,11.0,11.25,0.851,0.811,39.75,0.771,0.5,,27.63,7.5,5.88,10.75,16.63,0.368,17.75,1.0,,,,,,,,
2020,2,Tusculum,493954,SAC,4-3,7.86,8.43,0.898,0.549,34.14,0.68,0.424,,20.29,8.0,8.43,,12.43,0.295,16.86,0.571,,,,,,,,
2020,2,UIndy,493914,GLVC,2-3,5.0,7.4,0.873,0.496,27.6,0.615,0.158,,15.4,10.6,13.0,,10.4,0.267,16.4,0.4,,,,,,,,
2020,2,Walsh,493962,G-MAC,1-3,4.25,5.0,0.767,0.514,25.0,0.571,0.32,,12.5,15.25,14.5,,8.25,0.26,23.25,0.25,,,,,,,,
2020,2,Westminster (UT),493967,RMAC,4-4,8.0,7.25,0.884,0.319,30.88,0.64,0.256,,23.13,11.38,13.25,,15.13,0.359,15.88,0.5,,,,,,,,
2020,2,Wilmington (DE),493971,CACC,5-0,6.6,8.8,0.839,0.55,31.2,0.793,0.444,,19.6,14.0,10.0,,13.0,0.294,20.8,1.0,,,,,,,,
2020,2,Wingate,493943,SAC,4-2,6.83,7.67,0.836,0.713,37.67,0.842,0.368,,19.17,11.5,8.33,,12.33,0.247,21.67,0.667,,,,,,,,
2020,2,Young Harris,493965,GLVC,3-3,8.67,9.0,0.8,0.304,27.83,0.593,0.368,,20.83,15.67,16.67,,12.17,0.344,19.5,0.5,,,,,,,,
2021,1,Air Force,507874,SoCon,4-9,5.31,8.54,0.793,0.479,27.92,0.409,0.225,0.839,13.92,11.77,12.15,-3.54,8.62,0.219,17.15,0.308,,,,,,,,
2021,1,Army West Point,507875,Patriot,7-4,6.36,8.73,0.807,0.465,33.36,0.676,0.333,0.866,18.18,12.36,9.27,2.55,11.82,0.278,14.55,0.636,,,,,,,,
2021,1,Bellarmine,507814,SoCon,5-10,4.6,9.47,0.84,0.295,21.8,0.646,0.318,0.863,12.47,11.0,10.93,-3.07,7.87,0.251,16.53,0.333,,,,,,,,
2021,1,Binghamton,507815,America East,5-4,4.67,10.11,0.818,0.523,31.89,0.684,0.35,0.879,13.44,13.67,10.33,-1.56,8.78,0.286,20.33,0.556,,,,,,,,
2021,1,Boston U.,507816,Patriot,6-5,6.73,9.27,0.88,0.411,30.64,0.683,0.433,0.795,18.55,13.36,10.0,1.82,11.82,0.283,17.18,0.545,,,,,,,,
2021,1,Bryant,507818,NEC,9-4,6.62,8.0,0.884,0.583,35.85,0.733,0.276,0.879,20.23,12.69,11.15,2.46,13.62,0.288,15.77,0.692,,,,,,,,
2021,1,Bucknell,507819,Patriot,2-6,6.5,10.25,0.834,0.43,33.5,0.718,0.31,0.784,16.88,11.0,13.25,-2.88,10.38,0.245,15.0,0.25,,,,,,,,
2021,1,Canisius,507820,MAAC,5-5,5.4,7.5,0.797,0.536,28.5,0.765,0.356,0.789,14.7,11.2,10.7,-1.4,9.3,0.252,19.6,0.5,,,,,,,,
2021,1,Cleveland St.,507821,DI Independent,3-7,5.2,8.4,0.84,0.478,28.3,0.826,0.132,0.817,13.8,11.5,10.7,-2.1,8.6,0.263,20.9,0.3,,,,,,,,
