academic_year,division,team_name,org_id,conference,record,assists_per_game,caused_turnovers_per_game,clearing_percentage,face_off_winning_percentage,ground_balls_per_game,man_down_defense,man_up_offense,opponent_clear_percentage,points_per_game,saves_per_game,scoring_defense,scoring_margin,scoring_offense,shot_percentage,turnovers_per_game,winning_percentage,wins,losses,ties,games_played,wp,opp_wp,opp_opp_wp,rpi,schedule_difficulty_score,schedule_difficulty_rank,sos_avg_opp_win_pct,sos_avg_opp_offense,sos_avg_opp_defense,sos_std_opp_win_pct,sos_stats_rank
2020,1,Colgate,493841,Patriot,0-6,7.33,6.5,0.766,0.51,34.83,0.458,0.538,0.873,19.0,13.67,18.33,-6.67,11.67,0.271,19.67,0.0,,,,,,,,,0.8122153728032696,1,0.8166666666666665,24.834999999999997,10.433333333333334,0.20344259359556172,1
2020,1,Cornell,493842,Ivy League,5-0,10.4,8.0,0.882,0.529,40.2,0.593,0.571,0.792,28.8,8.6,12.8,5.6,18.4,0.404,14.0,1.0,,,,,,,,,0.41571828213875284,56,0.41559999999999997,20.732,13.508,0.2751273159829826,56
2020,1,Dartmouth,493843,Ivy League,3-1,6.5,8.5,0.852,0.522,30.25,0.5,0.308,0.857,18.0,13.5,8.25,3.25,11.5,0.348,15.25,0.75,,,,,,,,,0.5353142358592355,25,0.536,16.763333333333332,10.51,0.1513208511739212,25
2020,1,Delaware,493844,CAA,4-2,7.17,9.67,0.898,0.407,29.5,0.6,0.409,0.881,19.0,11.83,9.17,2.67,11.83,0.265,13.67,0.667,,,,,,,,,0.43988802430153345,52,0.43933333333333335,15.758333333333333,11.458333333333334,0.1824451211247432,52
2020,1,Denver,493845,Big East,4-2,6.5,7.83,0.877,0.624,31.33,0.467,0.36,0.829,19.67,7.67,9.5,3.67,13.17,0.315,14.17,0.667,,,,,,,,,0.5009949749966803,31,0.5011666666666666,19.183333333333334,11.58,0.3223168299808263,31
2020,1,Detroit Mercy,493846,MAAC,2-3,6.0,4.8,0.747,0.591,34.8,0.737,0.353,0.942,18.6,10.2,16.8,-4.2,12.6,0.342,18.2,0.4,,,,,,,,,0.5108853978782903,28,0.512,19.776,11.508,0.16763412540410738,28
2020,1,Drexel,493847,CAA,3-3,8.5,7.67,0.842,0.455,37.17,0.533,0.4,0.824,23.33,11.67,12.5,2.33,14.83,0.319,17.5,0.5,,,,,,,,,0.5053974483054562,30,0.5051666666666667,19.638333333333332,13.274999999999999,0.16130035820033245,30
2020,1,Duke,493848,ACC,6-2,8.88,7.75,0.898,0.575,34.88,0.654,0.222,0.866,24.13,9.75,11.0,4.25,15.25,0.375,16.88,0.75,,,,,,,,,0.4713110198074569,42,0.471125,19.09125,12.27125,0.17997877479025132,42
2020,1,Fairfield,493849,CAA,5-2,10.29,7.29,0.787,0.49,35.86,0.556,0.517,0.764,26.71,13.86,15.57,0.86,16.43,0.354,16.43,0.714,,,,,,,,,0.44917503195337216,47,0.4483333333333334,18.91,12.520000000000001,0.33791451910538295,47
2020,1,Furman,493850,SoCon,1-6,5.71,7.86,0.78,0.302,26.14,0.579,0.556,0.8,14.86,14.57,16.43,-7.29,9.14,0.279,21.14,0.143,,,,,,,,,0.6283801396993662,16,0.6281428571428572,22.038571428571426,11.865714285714287,0.2962240602610649,16
2020,1,Georgetown,493851,Big East,6-0,9.83,8.33,0.934,0.673,41.17,0.786,0.692,0.768,26.33,10.83,6.33,10.17,16.5,0.329,16.5,1.0,,,,,,,,,0.3566911296380928,65,0.35650000000000004,15.878333333333332,12.988333333333335,0.3136791088570186,65
2020,1,Hampton,493852,DI Independent,0-6,3.5,7.0,0.597,0.52,27.67,0.5,0.045,0.87,9.17,13.0,20.83,-15.17,5.67,0.227,26.67,0.0,,,,,,,,,0.37959349771234807,63,0.3786,18.258000000000003,12.144,0.27245447326113037,63
2020,1,Hartford,493853,America East,3-3,6.67,9.33,0.851,0.559,29.67,0.48,0.231,0.893,17.83,11.83,10.33,0.83,11.17,0.256,15.67,0.5,,,,,,,,,0.29537418642407204,74,0.29383333333333334,15.308333333333332,13.548333333333334,0.19226320211857725,74
2020,1,Harvard,493854,Ivy League,2-2,6.0,7.25,0.761,0.438,26.5,0.867,0.3,0.918,17.75,14.75,11.25,0.5,11.75,0.356,16.5,0.5,,,,,,,,,0.5993369812624321,19,0.59975,20.415,13.0625,0.12926015433999757,19
2020,1,High Point,493902,SoCon,2-6,7.63,7.5,0.856,0.461,30.25,0.515,0.405,0.897,20.0,13.38,17.0,-4.63,12.38,0.321,17.88,0.25,,,,,,,,,0.6530660223265898,10,0.6521250000000001,21.591250000000002,12.04625,0.28152061980430493,11
2020,1,Hobart,493855,NEC,4-1,9.6,7.6,0.838,0.557,37.0,0.619,0.619,0.862,29.2,15.2,12.0,7.6,19.6,0.367,16.4,0.8,,,,,,,,,0.30187684212269184,72,0.3,17.22,15.012,0.3711544153044659,72
2020,1,Hofstra,493856,CAA,4-3,7.86,5.86,0.922,0.616,32.71,0.708,0.45,0.808,21.43,9.57,10.14,3.43,13.57,0.302,14.29,0.571,,,,,,,,,0.47277059904905977,41,0.4727142857142856,18.604285714285712,13.067142857142857,0.22033786671882816,41
2020,1,Holy Cross,493857,Patriot,4-3,4.71,10.43,0.83,0.633,31.29,0.526,0.16,0.806,13.86,9.71,10.57,-1.43,9.14,0.241,18.57,0.571,,,,,,,,,0.6819081815229079,8,0.6825,18.856666666666666,9.331666666666667,0.15915479885947517,8
2020,1,Jacksonville,493858,SoCon,3-3,7.5,10.0,0.935,0.439,32.0,0.72,0.133,0.743,20.33,9.67,11.0,1.83,12.83,0.304,16.17,0.5,,,,,,,,,0.4560060709633308,44,0.45766666666666667,18.451666666666664,14.005,0.23967941551627295,44
2020,1,Johns Hopkins,493859,Big Ten,2-4,6.0,4.33,0.789,0.588,29.17,0.533,0.381,0.892,16.83,11.67,13.17,-2.33,10.83,0.255,15.33,0.333,,,,,,,,,0.6705375592871309,9,0.6736666666666666,20.974999999999998,10.75,0.3791554943408955,9
2020,1,LIU,497536,NEC,1-6,7.57,5.29,0.83,0.348,23.29,0.643,0.345,0.928,18.86,15.29,13.71,-2.43,11.29,0.336,17.43,0.143,,,,,,,,,0.42073141271095843,55,0.41828571428571426,18.268571428571427,13.838571428571429,0.25176843912368263,55
2020,1,Lafayette,493860,Patriot,0-6,3.0,5.67,0.792,0.405,26.83,0.44,0.214,0.912,10.0,12.0,16.33,-9.33,7.0,0.256,22.17,0.0,,,,,,,,,0.7145573086274003,3,0.7163333333333334,22.683333333333334,9.596666666666666,0.27876911992224357,4
2020,1,Lehigh,493861,Patriot,5-1,8.83,9.17,0.805,0.638,42.33,0.375,0.524,0.845,22.83,10.17,9.67,4.33,14.0,0.349,18.83,0.833,,,,,,,,,0.4134599796538414,57,0.4135,16.816666666666666,11.219999999999999,0.25016178098715774,57
2020,1,Loyola Maryland,493863,Patriot,4-2,6.83,9.33,0.903,0.681,33.33,0.889,0.483,0.772,18.33,11.0,8.67,2.83,11.5,0.238,14.5,0.667,,,,,,,,,0.3483737492760403,67,0.3471666666666667,17.381666666666664,13.028333333333334,0.2904074245301284,67
2020,1,Manhattan,493864,MAAC,3-3,5.33,5.67,0.863,0.352,23.83,0.733,0.2,0.871,13.83,13.83,9.33,-0.83,8.5,0.309,16.67,0.5,,,,,,,,,0.3091496648030843,71,0.3065,15.121666666666664,11.991666666666665,0.2155324801509044,71
2020,1,Marist,493865,MAAC,3-3,8.17,9.5,0.81,0.622,32.83,0.808,0.593,0.875,21.33,11.17,11.17,2.0,13.17,0.324,16.0,0.5,,,,,,,,,0.5820625692640237,22,0.5813333333333333,19.099999999999998,10.246666666666666,0.21506484810142473,22
2020,1,Marquette,493866,Big East,3-4,5.43,8.86,0.816,0.441,31.86,0.815,0.25,0.891,17.14,9.43,10.57,1.14,11.71,0.322,16.29,0.429,,,,,,,,,0.4535502512738834,45,0.45342857142857135,19.40142857142857,12.957142857142857,0.13940881007501144,45
2020,1,Maryland,493868,Big Ten,5-1,10.0,6.67,0.887,0.574,33.5,0.842,0.5,0.894,25.67,12.83,12.5,3.17,15.67,0.311,17.5,0.833,,,,,,,,,0.4313344250021212,53,0.432,20.7,13.451666666666668,0.11168258592994701,53
2020,1,Massachusetts,493869,CAA,5-2,7.29,9.71,0.833,0.571,29.57,0.767,0.269,0.78,18.29,11.71,10.71,0.29,11.0,0.284,16.29,0.714,,,,,,,,,0.5262057227056925,27,0.5265714285714285,20.404285714285713,11.545714285714284,0.2098787793961465,27
2020,1,Mercer,493870,SoCon,6-1,10.0,6.71,0.883,0.683,32.0,0.8,0.45,0.872,26.43,8.57,8.86,7.57,16.43,0.369,14.29,0.857,,,,,,,,,0.3004381938705437,73,0.2976666666666667,14.245,13.951666666666668,0.3388562461510125,73
2020,1,Michigan,493871,Big Ten,4-3,6.71,8.0,0.848,0.503,32.86,0.68,0.517,0.803,20.0,11.71,11.86,1.43,13.29,0.305,13.71,0.571,,,,,,,,,0.4103465547488527,58,0.41083333333333333,17.87666666666667,12.701666666666668,0.23299314486816036,58
2020,1,Monmouth,493872,MAAC,2-4,4.0,8.5,0.844,0.448,29.5,0.773,0.222,0.869,10.83,10.67,10.67,-3.83,6.83,0.202,18.0,0.333,,,,,,,,,0.5904095733916372,21,0.5913333333333334,18.813333333333333,11.049999999999999,0.32645094918260265,21
2020,1,Mount St. Mary's,493873,NEC,3-5,4.63,8.0,0.863,0.516,30.38,0.625,0.387,0.885,13.38,10.88,11.63,-2.88,8.75,0.225,16.63,0.375,,,,,,,,,0.48369025362827456,38,0.483875,17.73125,10.673750000000002,0.3351751174759248,38
2020,1,NJIT,493875,NEC,1-6,4.57,8.0,0.858,0.439,26.86,0.733,0.261,0.832,12.29,12.14,12.43,-4.71,7.71,0.254,20.71,0.143,,,,,,,,,0.48827227150394964,36,0.48800000000000004,16.73142857142857,11.845714285714285,0.2688727792629284,36
2020,1,Navy,493895,Patriot,3-2,8.2,9.0,0.796,0.508,37.2,0.786,0.667,0.796,20.0,10.2,9.4,2.4,11.8,0.324,17.0,0.6,,,,,,,,,0.40951828082896297,61,0.40939999999999993,18.131999999999998,12.866,0.30077805771033234,61
2020,1,North Carolina,493874,ACC,7-0,12.29,7.29,0.859,0.568,38.29,0.5,0.773,0.741,30.14,9.0,10.0,7.86,17.86,0.391,14.43,1.0,,,,,,,,,0.3483737492760403,67,0.347,17.95,13.475714285714288,0.30515897496223177,68
2020,1,Notre Dame,493876,ACC,2-3,6.8,7.4,0.843,0.427,30.0,0.308,0.385,0.906,19.0,11.0,10.6,1.6,12.2,0.292,13.8,0.4,,,,,,,,,0.6130001300675628,18,0.6142000000000001,20.668,11.084,0.1845008401064884,18
2020,1,Ohio St.,493877,Big Ten,5-2,9.0,6.29,0.889,0.547,32.14,0.737,0.455,0.787,22.86,13.86,10.14,3.71,13.86,0.357,17.71,0.714,,,,,,,,,0.6290076216285767,15,0.6311428571428571,20.874285714285715,11.697142857142856,0.21089498305448384,15
2020,1,Penn,493879,Ivy League,2-3,8.6,7.6,0.864,0.654,37.6,0.462,0.357,0.836,22.4,11.4,14.0,-0.2,13.8,0.279,17.0,0.4,,,,,,,,,0.7145573086274003,3,0.7163999999999999,22.704,11.47,0.08470796892854887,3
2020,1,Penn St.,493878,Big Ten,5-2,9.71,6.71,0.831,0.55,37.43,0.471,0.579,0.799,27.0,12.14,11.0,6.29,17.29,0.401,17.43,0.714,,,,,,,,,0.5108853978782903,28,0.5111428571428571,19.254285714285714,13.415714285714285,0.3273086915922593,29
2020,1,Princeton,493880,Ivy League,5-0,9.8,10.0,0.824,0.497,38.4,0.353,0.304,0.765,27.8,12.0,10.8,7.2,18.0,0.395,15.6,1.0,,,,,,,,,0.3344970126615627,70,0.3332,17.798,13.168000000000001,0.21092406216456197,70
2020,1,Providence,493881,Big East,5-1,6.5,8.17,0.856,0.386,32.5,0.938,0.579,0.893,18.0,13.5,8.0,3.5,11.5,0.28,15.67,0.833,,,,,,,,,0.495748529574715,32,0.4968333333333333,16.925,11.226666666666667,0.1716133412322273,32
2020,1,Quinnipiac,493882,MAAC,0-6,4.0,5.83,0.804,0.607,31.5,0.552,0.32,0.874,13.33,13.33,14.83,-5.5,9.33,0.231,19.5,0.0,,,,,,,,,0.49414640775339724,33,0.4948333333333333,19.52166666666667,11.966666666666667,0.21545101273581632,33
2020,1,Richmond,493883,SoCon,4-3,7.43,9.29,0.917,0.435,30.29,0.688,0.476,0.834,20.14,13.29,10.57,2.14,12.71,0.335,17.57,0.571,,,,,,,,,0.49408698287455854,34,0.49399999999999994,19.25142857142857,11.292857142857143,0.2560027901633663,34
2020,1,Robert Morris,493884,Independent,4-2,7.17,9.5,0.867,0.489,37.5,0.667,0.308,0.806,21.17,10.33,13.83,0.17,14.0,0.301,17.5,0.667,,,,,,,,,0.3483737492760403,67,0.3465,18.633333333333333,14.145000000000001,0.17614742878244538,69
2020,1,Rutgers,493885,Big Ten,2-4,6.83,8.17,0.858,0.331,26.0,0.842,0.467,0.809,19.33,12.17,12.5,0.0,12.5,0.31,13.83,0.333,,,,,,,,,0.5939809739826961,20,0.5933333333333334,20.12333333333333,11.473333333333334,0.313304785933584,20
2020,1,Sacred Heart,493886,NEC,1-5,4.83,7.83,0.8,0.407,28.5,0.5,0.412,0.863,14.5,15.17,14.17,-4.5,9.67,0.244,20.5,0.167,,,,,,,,,0.7104569581854324,5,0.7133333333333333,19.27,9.959999999999999,0.1255038733355358,5
2020,1,Saint Joseph's,493888,NEC,5-2,6.57,7.43,0.866,0.646,32.86,0.652,0.192,0.931,16.86,13.57,9.71,0.57,10.29,0.28,18.71,0.714,,,,,,,,,0.49408698287455854,34,0.49242857142857144,18.627142857142854,11.358571428571429,0.2596870958578844,35
2020,1,Siena,493889,MAAC,2-4,6.5,10.33,0.779,0.422,32.67,0.593,0.364,0.827,18.33,14.83,16.0,-4.17,11.83,0.273,18.5,0.333,,,,,,,,,0.4435649689272657,49,0.44300000000000006,20.296666666666667,13.261666666666665,0.25208530302260784,49
2020,1,St. Bonaventure,493830,MAAC,0-6,3.67,6.5,0.843,0.214,17.17,0.417,0.313,0.872,9.83,12.83,14.17,-8.0,6.17,0.223,16.0,0.0,,,,,,,,,0.5521028764078837,24,0.5515,19.55666666666667,11.344999999999999,0.22922387164807537,24
2020,1,St. John's (NY),493887,Big East,3-4,6.71,7.43,0.894,0.544,32.86,0.667,0.667,0.858,19.29,10.43,14.29,-1.71,12.57,0.289,17.0,0.429,,,,,,,,,0.45237392763850315,46,0.4521428571428571,19.23428571428571,12.505714285714287,0.1785148481791029,46
2020,1,Stony Brook,493890,America East,5-2,5.71,6.86,0.847,0.522,37.0,0.542,0.324,0.831,18.86,13.71,13.0,0.14,13.14,0.285,16.43,0.714,,,,,,,,,0.4626376369612048,43,0.46328571428571425,20.131428571428568,12.654285714285717,0.1691412886027657,43
2020,1,Syracuse,493891,ACC,5-0,8.6,9.8,0.91,0.671,41.2,0.6,0.417,0.812,25.2,12.8,9.4,7.2,16.6,0.323,13.6,1.0,,,,,,,,,0.4103465547488527,58,0.41000000000000003,19.866,13.016,0.3164736955893807,59
2020,1,Towson,493892,CAA,0-6,4.0,5.83,0.843,0.331,23.33,0.412,0.375,0.915,11.0,12.5,14.0,-7.0,7.0,0.223,15.83,0.0,,,,,,,,,0.691903728994944,7,0.6958333333333333,20.078333333333333,10.166666666666666,0.26811031104545174,7
2020,1,UAlbany,493832,America East,2-3,10.0,7.2,0.847,0.346,31.6,0.615,0.15,0.824,22.8,11.8,15.4,-2.6,12.8,0.34,15.4,0.4,,,,,,,,,0.7078855066395607,6,0.7093999999999999,22.767999999999997,11.952,0.1936198336947948,6
2020,1,UMBC,493867,America East,4-1,5.0,8.6,0.9,0.553,29.8,0.9,0.308,0.883,16.8,12.4,8.4,3.4,11.8,0.288,14.2,0.8,,,,,,,,,0.36011336281716294,64,0.3584,17.042,12.626000000000001,0.34315046262536203,64
2020,1,UMass Lowell,493862,America East,3-4,6.14,7.86,0.814,0.43,29.57,0.694,0.24,0.843,15.43,11.43,11.57,-2.29,9.29,0.233,17.14,0.429,,,,,,,,,0.478124070406951,39,0.478,16.41333333333333,11.893333333333333,0.2544019129907111,39
2020,1,Utah,493831,DI Independent,3-3,7.67,7.17,0.868,0.509,32.83,0.588,0.318,0.903,20.5,13.0,11.0,1.83,12.83,0.309,15.33,0.5,,,,,,,,,0.4456211152470233,48,0.4453333333333333,17.63,11.955,0.22493455838433446,48
2020,1,VMI,493898,SoCon,0-4,3.25,9.0,0.833,0.448,28.75,0.571,0.2,0.877,11.25,11.75,12.75,-4.75,8.0,0.276,17.0,0.0,,,,,,,,,0.5693609576216532,23,0.56975,17.545,10.3,0.16740277028771058,23
2020,1,Vermont,493896,America East,3-1,5.25,8.25,0.882,0.433,25.25,0.833,0.385,0.792,16.0,13.0,8.25,2.5,10.75,0.307,14.75,0.75,,,,,,,,,0.4406064582250466,51,0.4403333333333333,15.063333333333333,11.216666666666667,0.3198232150562071,51
2020,1,Villanova,493897,Big East,4-3,7.29,7.14,0.851,0.412,29.43,0.483,0.423,0.867,19.86,12.29,13.14,-0.57,12.57,0.296,12.86,0.571,,,,,,,,,0.6334248696390465,14,0.6335714285714283,22.975714285714282,11.544285714285715,0.14001311891886328,14
2020,1,Virginia,493899,ACC,4-2,9.33,10.17,0.876,0.551,43.33,0.64,0.375,0.737,23.0,13.33,11.17,2.5,13.67,0.282,16.5,0.667,,,,,,,,,0.6530660223265898,10,0.6535,21.126666666666665,11.223333333333334,0.23271781911433714,10
2020,1,Wagner,493900,NEC,1-5,2.67,4.67,0.863,0.379,20.0,0.529,0.333,0.903,10.5,10.67,15.33,-7.5,7.83,0.237,14.83,0.167,,,,,,,,,0.4841678046141792,37,0.484,18.201666666666664,10.506666666666666,0.21843839711308385,37
2020,1,Yale,493901,Ivy League,3-1,7.75,5.0,0.642,0.75,34.25,0.538,0.533,0.798,22.0,9.75,11.5,2.75,14.25,0.335,19.75,0.75,,,,,,,,,0.6412662815625287,13,0.6425,21.2875,11.6775,0.07150000000000001,13
2020,2,Adams St.,493930,RMAC,0-4,3.25,6.25,0.793,0.325,20.75,0.696,0.111,,10.5,13.0,18.25,,7.25,0.238,16.0,0.0,,,,,,,,,0.5562628414099327,23,0.5556666666666666,21.63,11.926666666666668,0.3423412852046267,23
2020,2,Adelphi,493904,NE10,1-2,8.33,9.33,0.817,0.414,34.67,0.733,0.182,,23.67,9.0,10.67,4.67,15.33,0.315,15.33,0.333,,,,,,,,,0.727195828244975,4,0.73,20.986666666666665,10.426666666666668,0.2867275129224028,4
2020,2,Alabama Huntsville,493905,GLVC,4-2,8.33,7.5,0.806,0.397,29.83,0.813,0.333,,21.33,13.83,8.83,,13.0,0.304,17.67,0.667,,,,,,,,,0.5393807189796257,35,0.5389999999999999,18.726000000000003,11.374,0.2873235110463465,35
2020,2,Alderson Broaddus,493931,G-MAC,0-5,2.4,6.2,0.691,0.325,21.4,0.313,0.1,,6.8,14.4,25.0,,4.4,0.227,23.6,0.0,,,,,,,,,0.7454127189107351,3,0.7485999999999999,25.476,8.534,0.15384485691761035,3
2020,2,American Int'l,493906,NE10,2-4,4.0,9.83,0.741,0.368,27.17,0.565,0.375,,11.33,16.67,13.83,,7.33,0.229,23.67,0.333,,,,,,,,,0.4134599796538414,55,0.41250000000000003,17.005,12.143333333333333,0.21450233098966548,55
2020,2,Assumption,493907,NE10,2-2,10.0,9.0,0.868,0.488,33.5,0.85,0.294,,26.25,8.75,10.5,5.75,16.25,0.317,15.75,0.5,,,,,,,,,0.41571828213875284,53,0.41675,15.965,13.6075,0.2907166790880771,53
2020,2,Barton,493903,Conference Carolinas,1-6,5.43,7.29,0.812,0.497,28.14,0.75,0.244,,16.86,14.0,13.71,,11.43,0.289,18.71,0.143,,,,,,,,,0.5595428853863725,22,0.5594285714285714,19.531428571428567,12.542857142857144,0.22476581917495317,22
2020,2,Belmont Abbey,493944,Conference Carolinas,7-0,8.71,6.43,0.874,0.545,29.29,0.871,0.457,,22.43,16.14,6.86,6.86,13.71,0.338,17.29,1.0,,,,,,,,,0.5462046138910223,30,0.5469999999999999,18.154285714285717,11.16,0.15940245561829608,30
2020,2,Bentley,493908,NE10,0-3,6.67,6.67,0.761,0.316,21.67,0.545,0.286,,16.0,12.33,14.33,,9.33,0.252,15.0,0.0,,,,,,,,,0.8256365273158953,1,0.8333333333333334,23.55666666666667,8.89,0.13594688505278651,1
2020,2,CSU Pueblo,493945,RMAC,1-3,5.75,6.0,0.788,0.321,30.25,0.577,0.538,,16.75,15.75,20.25,,11.0,0.282,19.25,0.25,,,,,,,,,0.6290076216285767,11,0.631,22.115000000000002,11.1225,0.3239189713493176,11
2020,2,Caldwell,497516,CACC,1-1,5.0,7.5,0.625,0.833,28.5,0.714,0.25,,13.0,12.0,10.5,,8.0,0.216,24.0,0.5,,,,,,,,,0.5006439737748386,40,0.5,16.165,11.5,0.167,40
2020,2,Catawba,493932,SAC,3-3,4.67,8.17,0.861,0.483,31.5,0.632,0.263,,14.67,13.67,11.33,,10.0,0.273,21.5,0.5,,,,,,,,,0.5462046138910223,30,0.5465,19.441666666666666,11.76,0.21816717596069912,31
2020,2,Chestnut Hill,493958,CACC,5-1,13.67,5.33,0.766,0.562,38.0,0.8,0.882,,35.17,16.83,9.0,12.5,21.5,0.454,19.17,0.833,,,,,,,,,0.30187684212269184,69,0.3015,14.23166666666667,16.66,0.3407867123778938,69
2020,2,Chowan,493947,Conference Carolinas,5-3,9.5,13.5,0.827,0.395,35.88,0.791,0.3,,23.5,12.25,9.38,4.63,14.0,0.332,17.25,0.625,,,,,,,,,0.36059723243991854,63,0.3597142857142857,15.09285714285714,15.175714285714283,0.36699813712478324,63
2020,2,Coker,493933,SAC,6-2,7.38,11.38,0.808,0.605,40.0,0.737,0.222,,21.25,12.0,11.63,,13.88,0.31,19.38,0.75,,,,,,,,,0.4330344735988592,52,0.433375,17.958750000000002,11.89875,0.20610127213338592,52
2020,2,Colorado Mesa,493951,RMAC,7-0,10.71,9.43,0.892,0.759,43.71,0.828,0.386,,28.43,9.86,6.86,10.86,17.71,0.297,17.71,1.0,,,,,,,,,0.32770620305170034,66,0.32642857142857146,16.102857142857143,14.375714285714285,0.2768108467852356,66
2020,2,Davenport,497497,DII Independent,1-5,4.33,7.5,0.752,0.395,24.83,0.576,0.259,,13.33,15.0,15.67,,9.0,0.271,19.83,0.167,,,,,,,,,0.5488566642383986,27,0.5495,19.625,11.893333333333333,0.38111317216805823,28
2020,2,Davis & Elkins,493909,G-MAC,0-7,4.43,5.29,0.779,0.269,27.71,0.576,0.167,,12.43,14.0,20.86,,8.0,0.273,20.29,0.0,,,,,,,,,0.6665283193429016,7,0.6674285714285715,23.987142857142857,9.927142857142856,0.20066379639504847,7
2020,2,Dist. Columbia,493910,ECC,3-6,6.33,6.78,0.821,0.535,30.89,0.49,0.216,,18.67,11.78,17.11,,12.33,0.302,12.11,0.333,,,,,,,,,0.41526730493838826,54,0.41444444444444445,17.811111111111114,13.313333333333334,0.32824655743683867,54
2020,2,Dominican (NY),493948,CACC,2-4,5.17,8.5,0.746,0.465,33.17,0.483,0.31,,13.83,18.67,14.33,,8.67,0.212,21.83,0.333,,,,,,,,,0.47211325596015064,47,0.47200000000000003,17.36,10.073333333333332,0.24387565137449319,47
2020,2,Embry-Riddle (FL),493970,Sunshine State,2-5,6.14,7.29,0.83,0.656,34.86,0.625,0.214,,17.29,11.29,12.57,,11.14,0.292,23.29,0.286,,,,,,,,,0.5820625692640237,18,0.5808333333333334,19.385,12.103333333333333,0.23943434497906843,19
2020,2,Emmanuel (GA),493966,Conference Carolinas,3-6,7.33,11.44,0.78,0.453,39.67,0.661,0.366,,19.22,13.67,14.67,,11.89,0.281,25.0,0.333,,,,,,,,,0.47604882346125055,45,0.47624999999999995,19.441249999999997,12.408750000000001,0.26388337859744027,46
2020,2,Felician,493973,CACC,1-5,4.17,5.0,0.725,0.5,31.33,0.667,0.278,,11.33,18.5,16.67,,7.17,0.232,22.33,0.167,,,,,,,,,0.40951828082896297,56,0.4084999999999999,17.305,12.5,0.22597252782879013,56
2020,2,Fla. Southern,493912,Sunshine State,3-4,6.57,8.43,0.843,0.733,39.0,0.5,0.382,,17.86,10.0,11.86,,11.29,0.234,18.86,0.429,,,,,,,,,0.6994103864195583,5,0.699,20.764285714285712,9.841428571428569,0.31002857011203705,5
2020,2,Florida Tech,493911,Sunshine State,2-6,5.13,7.63,0.789,0.553,36.0,0.657,0.222,,16.25,12.25,13.13,,11.13,0.306,20.25,0.25,,,,,,,,,0.6705375592871309,6,0.6719999999999999,22.875714285714285,10.66,0.24373346097735538,6
2020,2,Franklin Pierce,493913,NE10,2-0,7.5,10.5,0.843,0.5,32.0,0.714,0.636,,24.0,11.0,5.0,11.5,16.5,0.292,19.0,1.0,,,,,,,,,0.24140502876891723,71,0.238,13.844999999999999,14.594999999999999,0.09500000000000001,71
2020,2,Frostburg St.,494203,ECC,5-0,9.6,10.8,0.887,0.642,42.0,0.706,0.294,,28.0,9.4,8.0,10.4,18.4,0.347,18.6,1.0,,,,,,,,,0.22758573443937033,72,0.2246,13.975999999999999,15.482,0.19567892068385903,72
2020,2,Georgian Court,493949,CACC,4-5,6.11,4.78,0.8,0.471,35.22,0.75,0.419,,16.22,17.33,11.22,,10.11,0.266,19.22,0.444,,,,,,,,,0.6283801396993662,13,0.6268888888888888,20.25444444444444,10.767777777777779,0.3257447686778525,13
2020,2,Lake Erie,493946,G-MAC,0-6,5.83,8.17,0.836,0.308,28.17,0.676,0.333,,16.5,12.5,14.83,,10.67,0.302,15.5,0.0,,,,,,,,,0.7491889093984418,2,0.753,22.296666666666667,9.131666666666666,0.21896422843316973,2
2020,2,Lander,497458,GLVC,4-2,8.83,9.0,0.806,0.539,47.67,0.645,0.4,,23.17,13.33,10.33,,14.33,0.304,22.5,0.667,,,,,,,,,0.3483737492760403,65,0.3456666666666666,16.201666666666668,14.765,0.2269637758664487,65
2020,2,Le Moyne,493915,NE10,4-0,9.0,6.0,0.845,0.759,36.5,0.75,0.364,,25.0,9.0,9.5,6.5,16.0,0.29,15.5,1.0,,,,,,,,,0.3492767598623112,64,0.351,18.8275,11.612499999999999,0.36301721722254443,64
2020,2,Lees-McRae,493955,Conference Carolinas,1-6,4.43,8.0,0.576,0.279,28.29,0.357,0.32,,13.29,14.14,18.43,,8.86,0.356,23.0,0.143,,,,,,,,,0.5709255058419359,20,0.5717142857142857,20.51142857142857,11.209999999999999,0.2240776104616525,20
2020,2,Lenoir-Rhyne,493934,SAC,6-1,8.43,9.29,0.875,0.62,36.86,0.741,0.24,,24.0,12.57,11.57,,15.57,0.321,19.57,0.857,,,,,,,,,0.5652411997844625,21,0.5665714285714286,23.14428571428571,11.397142857142857,0.22827167845283272,21
2020,2,Lewis,497496,GLVC,5-2,8.57,7.71,0.767,0.64,34.57,1.0,0.355,,22.57,12.0,7.0,7.0,14.0,0.327,19.14,0.714,,,,,,,,,0.2543156574482397,70,0.2518571428571429,14.207142857142856,16.217142857142857,0.33717203263591833,70
2020,2,Limestone,493935,Conference Carolinas,4-1,11.6,9.0,0.874,0.651,42.2,0.647,0.643,,31.2,9.4,11.0,8.6,19.6,0.452,18.2,0.8,,,,,,,,,0.4841678046141792,44,0.4842000000000001,19.046,12.872000000000003,0.2573677524477377,44
2020,2,Lincoln Memorial,493936,SAC,2-4,6.17,6.0,0.788,0.573,31.17,0.607,0.222,,16.5,15.0,13.83,,10.33,0.337,22.83,0.333,,,,,,,,,0.5368534379052887,36,0.5371666666666667,18.544999999999998,10.995000000000003,0.2618889183519523,36
